Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Saddiq Bey,ATL,19,19.0,2023-12-02,24-237,ATL,Away,MIL,L (-11),1,36:19,5.0,7.0,0.714,4.0,6.0,0.667,3.0,4.0,0.75,3.0,6.0,9.0,1.0,0.0,0.0,0.0,2.0,17.0,17.5,-3.0
Saddiq Bey,ATL,20,20.0,2023-12-06,24-241,ATL,,BRK,L (-1),1,36:44,7.0,13.0,0.538,3.0,6.0,0.5,4.0,4.0,1.0,4.0,3.0,7.0,1.0,1.0,0.0,3.0,1.0,21.0,16.7,9.0
Saddiq Bey,ATL,21,21.0,2023-12-08,24-243,ATL,Away,PHI,L (-11),1,38:19,6.0,20.0,0.3,3.0,9.0,0.333,1.0,1.0,1.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,16.0,9.1,2.0
Saddiq Bey,ATL,22,22.0,2023-12-11,24-246,ATL,,DEN,L (-7),1,39:55,6.0,11.0,0.545,1.0,4.0,0.25,3.0,4.0,0.75,1.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,16.0,14.2,-8.0
Saddiq Bey,ATL,23,23.0,2023-12-13,24-248,ATL,Away,TOR,L (-7),1,38:28,5.0,14.0,0.357,0.0,5.0,0.0,2.0,3.0,0.667,3.0,7.0,10.0,2.0,2.0,0.0,1.0,1.0,12.0,10.0,-3.0
Saddiq Bey,ATL,24,24.0,2023-12-15,24-250,ATL,Away,TOR,W (+21),1,37:25,4.0,12.0,0.333,2.0,8.0,0.25,0.0,0.0,,3.0,7.0,10.0,4.0,0.0,0.0,1.0,3.0,10.0,8.0,24.0
Saddiq Bey,ATL,25,25.0,2023-12-16,24-251,ATL,Away,CLE,L (-8),1,36:27,1.0,9.0,0.111,1.0,7.0,0.143,2.0,2.0,1.0,1.0,5.0,6.0,0.0,2.0,0.0,2.0,0.0,5.0,1.3,-10.0
Saddiq Bey,ATL,26,26.0,2023-12-18,24-253,ATL,,DET,W (+6),1,42:13,8.0,15.0,0.533,2.0,7.0,0.286,3.0,5.0,0.6,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,21.0,16.2,9.0
Saddiq Bey,ATL,27,27.0,2023-12-20,24-255,ATL,Away,HOU,W (+7),1,31:38,3.0,11.0,0.273,2.0,6.0,0.333,1.0,1.0,1.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0,1.0,9.0,5.4,16.0
Saddiq Bey,ATL,28,28.0,2023-12-22,24-257,ATL,Away,MIA,L (-9),1,39:39,6.0,14.0,0.429,2.0,8.0,0.25,2.0,2.0,1.0,2.0,8.0,10.0,2.0,2.0,0.0,2.0,2.0,16.0,13.0,-12.0
Saddiq Bey,ATL,29,29.0,2023-12-23,24-258,ATL,,MEM,L (-6),1,38:06,4.0,11.0,0.364,3.0,9.0,0.333,3.0,4.0,0.75,1.0,5.0,6.0,2.0,2.0,0.0,1.0,2.0,14.0,11.3,-7.0
Saddiq Bey,ATL,30,30.0,2023-12-26,24-261,ATL,Away,CHI,L (-5),1,33:39,5.0,10.0,0.5,2.0,6.0,0.333,1.0,1.0,1.0,4.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,13.0,12.6,-7.0
Saddiq Bey,ATL,31,31.0,2023-12-29,24-264,ATL,,SAC,L (-7),1,32:29,4.0,14.0,0.286,3.0,8.0,0.375,4.0,4.0,1.0,5.0,2.0,7.0,4.0,1.0,0.0,1.0,2.0,15.0,12.9,5.0
Saddiq Bey,ATL,32,32.0,2023-12-31,24-266,ATL,Away,WAS,W (+4),1,32:12,4.0,10.0,0.4,2.0,5.0,0.4,1.0,3.0,0.333,3.0,8.0,11.0,0.0,0.0,1.0,1.0,3.0,11.0,7.8,-2.0
Saddiq Bey,ATL,33,33.0,2024-01-03,24-269,ATL,,OKC,W (+3),1,35:37,3.0,12.0,0.25,2.0,8.0,0.25,2.0,2.0,1.0,2.0,6.0,8.0,2.0,0.0,1.0,0.0,2.0,10.0,7.3,6.0
Saddiq Bey,ATL,34,34.0,2024-01-05,24-271,ATL,Away,IND,L (-34),1,30:06,2.0,7.0,0.286,1.0,6.0,0.167,4.0,4.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,9.0,7.3,-22.0
Saddiq Bey,ATL,35,35.0,2024-01-07,24-273,ATL,Away,ORL,L (-7),1,38:12,5.0,10.0,0.5,2.0,4.0,0.5,4.0,5.0,0.8,1.0,6.0,7.0,2.0,1.0,0.0,0.0,1.0,16.0,15.1,-17.0
Saddiq Bey,ATL,36,36.0,2024-01-10,24-276,ATL,,PHI,W (+7),1,36:46,6.0,16.0,0.375,1.0,6.0,0.167,2.0,3.0,0.667,6.0,4.0,10.0,1.0,0.0,0.0,1.0,1.0,15.0,10.5,-4.0
Saddiq Bey,ATL,37,37.0,2024-01-12,24-278,ATL,,IND,L (-18),1,31:12,3.0,10.0,0.3,3.0,7.0,0.429,8.0,9.0,0.889,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,17.0,14.4,1.0
Saddiq Bey,ATL,38,38.0,2024-01-13,24-279,ATL,,WAS,L (-28),1,26:49,5.0,13.0,0.385,2.0,7.0,0.286,4.0,4.0,1.0,6.0,1.0,7.0,0.0,4.0,0.0,1.0,1.0,16.0,16.0,-15.0
Saddiq Bey,ATL,39,39.0,2024-01-15,24-281,ATL,,SAS,W (+10),1,32:50,3.0,9.0,0.333,1.0,7.0,0.143,3.0,4.0,0.75,4.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0,10.0,7.8,0.0
Saddiq Bey,ATL,40,40.0,2024-01-17,24-283,ATL,,ORL,W (+2),1,35:10,1.0,7.0,0.143,1.0,5.0,0.2,4.0,4.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,3.7,-10.0
Saddiq Bey,ATL,41,41.0,2024-01-19,24-285,ATL,Away,MIA,W (+1),1,36:00,4.0,12.0,0.333,0.0,5.0,0.0,6.0,7.0,0.857,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,14.0,6.0,-2.0
Saddiq Bey,ATL,42,42.0,2024-01-20,24-286,ATL,,CLE,L (-21),1,30:04,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,,3.0,4.0,7.0,2.0,0.0,0.0,1.0,3.0,0.0,-5.9,-24.0
Saddiq Bey,ATL,43,43.0,2024-01-22,24-288,ATL,Away,SAC,L (-15),1,30:18,4.0,11.0,0.364,2.0,7.0,0.286,3.0,4.0,0.75,2.0,5.0,7.0,2.0,0.0,0.0,0.0,1.0,13.0,10.4,0.0
Saddiq Bey,ATL,44,44.0,2024-01-24,24-290,ATL,Away,GSW,L (-22),1,26:41,6.0,12.0,0.5,3.0,6.0,0.5,3.0,3.0,1.0,3.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,18.0,18.4,-13.0
Saddiq Bey,ATL,45,45.0,2024-01-26,24-292,ATL,,DAL,L (-5),1,37:53,6.0,13.0,0.462,2.0,6.0,0.333,2.0,2.0,1.0,3.0,4.0,7.0,5.0,0.0,0.0,0.0,3.0,16.0,14.9,-14.0
Saddiq Bey,ATL,46,46.0,2024-01-28,24-294,ATL,,TOR,W (+1),1,41:01,8.0,18.0,0.444,0.0,6.0,0.0,10.0,15.0,0.667,7.0,6.0,13.0,3.0,0.0,0.0,1.0,1.0,26.0,22.0,19.0
Saddiq Bey,ATL,47,47.0,2024-01-30,24-296,ATL,,LAL,W (+16),1,35:08,5.0,10.0,0.5,1.0,5.0,0.2,7.0,8.0,0.875,4.0,4.0,8.0,2.0,1.0,0.0,0.0,3.0,18.0,17.8,19.0
Saddiq Bey,ATL,48,48.0,2024-02-02,24-299,ATL,,PHO,W (+9),1,16:26,1.0,7.0,0.143,0.0,3.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.8,3.0
Saddiq Bey,ATL,50,49.0,2024-02-05,24-302,ATL,,LAC,L (-5),1,33:04,5.0,8.0,0.625,3.0,6.0,0.5,5.0,5.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,18.0,16.7,-7.0
Saddiq Bey,ATL,51,50.0,2024-02-07,24-304,ATL,Away,BOS,L (-8),1,35:36,9.0,16.0,0.563,4.0,7.0,0.571,3.0,4.0,0.75,2.0,7.0,9.0,1.0,1.0,0.0,0.0,1.0,25.0,21.8,-1.0
Saddiq Bey,ATL,52,51.0,2024-02-09,24-306,ATL,Away,PHI,W (+6),1,33:54,4.0,11.0,0.364,2.0,5.0,0.4,8.0,8.0,1.0,5.0,6.0,11.0,1.0,1.0,0.0,0.0,1.0,18.0,18.5,8.0
Saddiq Bey,ATL,53,52.0,2024-02-10,24-307,ATL,,HOU,W (+9),1,39:17,8.0,15.0,0.533,4.0,9.0,0.444,4.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,24.0,21.7,12.0
Saddiq Bey,ATL,54,53.0,2024-02-12,24-309,ATL,,CHI,L (-10),1,32:17,5.0,11.0,0.455,0.0,5.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,11.0,8.5,-7.0
Saddiq Bey,ATL,55,54.0,2024-02-14,24-311,ATL,Away,CHO,L (-23),1,31:39,5.0,13.0,0.385,2.0,5.0,0.4,2.0,2.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,14.0,9.7,-28.0
Bogdan Bogdanović,ATL,10,10.0,2023-11-14,31-088,ATL,Away,DET,W (+6),1,33:56,7.0,17.0,0.412,3.0,11.0,0.273,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,17.0,8.6,5.0
Bogdan Bogdanović,ATL,21,21.0,2023-12-08,31-112,ATL,Away,PHI,L (-11),1,39:05,7.0,17.0,0.412,3.0,11.0,0.273,3.0,3.0,1.0,1.0,8.0,9.0,2.0,1.0,0.0,2.0,5.0,20.0,12.4,-3.0
Bogdan Bogdanović,ATL,41,39.0,2024-01-19,31-154,ATL,Away,MIA,W (+1),1,34:55,6.0,15.0,0.4,3.0,7.0,0.429,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,17.0,6.7,1.0
Bogdan Bogdanović,ATL,43,41.0,2024-01-22,31-157,ATL,Away,SAC,L (-15),1,33:36,5.0,12.0,0.417,2.0,8.0,0.25,6.0,6.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,4.0,18.0,11.4,-21.0
Bogdan Bogdanović,ATL,44,42.0,2024-01-24,31-159,ATL,Away,GSW,L (-22),1,32:31,6.0,11.0,0.545,4.0,9.0,0.444,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,17.0,13.4,-6.0
Bogdan Bogdanović,ATL,46,44.0,2024-01-28,31-163,ATL,,TOR,W (+1),1,38:37,7.0,11.0,0.636,4.0,8.0,0.5,6.0,7.0,0.857,0.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,24.0,18.1,17.0
Bogdan Bogdanović,ATL,51,49.0,2024-02-07,31-173,ATL,Away,BOS,L (-8),1,35:05,5.0,18.0,0.278,2.0,10.0,0.2,0.0,0.0,,2.0,4.0,6.0,3.0,1.0,0.0,0.0,3.0,12.0,5.9,-4.0
Bogdan Bogdanović,ATL,52,50.0,2024-02-09,31-175,ATL,Away,PHI,W (+6),1,34:02,5.0,12.0,0.417,3.0,7.0,0.429,0.0,0.0,,2.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,13.0,11.7,1.0
De'Andre Hunter,ATL,1,1.0,2023-10-25,25-327,ATL,Away,CHO,L (-6),1,31:00,4.0,9.0,0.444,1.0,4.0,0.25,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,6.0,9.0,4.2,-13.0
De'Andre Hunter,ATL,2,2.0,2023-10-27,25-329,ATL,,NYK,L (-6),1,32:15,8.0,13.0,0.615,3.0,7.0,0.429,8.0,8.0,1.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,3.0,27.0,23.1,-1.0
De'Andre Hunter,ATL,3,3.0,2023-10-29,25-331,ATL,Away,MIL,W (+17),1,24:16,6.0,10.0,0.6,2.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,3.0,15.0,13.2,17.0
De'Andre Hunter,ATL,4,4.0,2023-10-30,25-332,ATL,,MIN,W (+14),1,30:21,6.0,10.0,0.6,3.0,5.0,0.6,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,16.0,14.6,4.0
De'Andre Hunter,ATL,5,5.0,2023-11-01,25-334,ATL,,WAS,W (+9),1,32:38,8.0,16.0,0.5,2.0,7.0,0.286,5.0,6.0,0.833,0.0,7.0,7.0,3.0,2.0,0.0,5.0,5.0,23.0,13.8,3.0
De'Andre Hunter,ATL,6,6.0,2023-11-04,25-337,ATL,Away,NOP,W (+18),1,29:47,1.0,3.0,0.333,1.0,2.0,0.5,1.0,2.0,0.5,1.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,17.0
De'Andre Hunter,ATL,7,7.0,2023-11-06,25-339,ATL,Away,OKC,L (-9),1,32:58,2.0,13.0,0.154,1.0,7.0,0.143,3.0,4.0,0.75,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,-0.9,-3.0
De'Andre Hunter,ATL,8,8.0,2023-11-09,25-342,ATL,Away,ORL,W (+1),1,26:19,3.0,9.0,0.333,2.0,5.0,0.4,4.0,5.0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,12.0,5.3,6.0
De'Andre Hunter,ATL,9,9.0,2023-11-11,25-344,ATL,,MIA,L (-8),1,35:35,4.0,11.0,0.364,0.0,4.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,10.0,3.9,-9.0
De'Andre Hunter,ATL,10,10.0,2023-11-14,25-347,ATL,Away,DET,W (+6),1,34:41,6.0,14.0,0.429,2.0,5.0,0.4,2.0,3.0,0.667,2.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,16.0,12.8,2.0
De'Andre Hunter,ATL,11,11.0,2023-11-15,25-348,ATL,,NYK,L (-2),1,26:27,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,0.4,-12.0
De'Andre Hunter,ATL,12,12.0,2023-11-17,25-350,ATL,,PHI,L (-10),1,17:55,4.0,7.0,0.571,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,5.6,-10.0
De'Andre Hunter,ATL,13,13.0,2023-11-21,25-354,ATL,,IND,L (-5),1,26:54,3.0,7.0,0.429,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,3.0,2.0,7.0,3.2,-11.0
De'Andre Hunter,ATL,14,14.0,2023-11-22,25-355,ATL,,BRK,W (+2),1,39:04,8.0,16.0,0.5,2.0,7.0,0.286,7.0,7.0,1.0,3.0,8.0,11.0,0.0,1.0,2.0,1.0,3.0,25.0,21.7,-3.0
De'Andre Hunter,ATL,15,15.0,2023-11-25,25-358,ATL,Away,WAS,W (+28),1,31:05,7.0,11.0,0.636,3.0,5.0,0.6,3.0,3.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,2.0,4.0,20.0,15.1,21.0
De'Andre Hunter,ATL,16,16.0,2023-11-26,25-359,ATL,Away,BOS,L (-10),1,39:42,7.0,14.0,0.5,5.0,11.0,0.455,5.0,5.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,24.0,17.7,-11.0
De'Andre Hunter,ATL,17,17.0,2023-11-28,25-361,ATL,Away,CLE,L (-23),1,26:25,5.0,12.0,0.417,1.0,6.0,0.167,7.0,7.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,18.0,12.6,-18.0
De'Andre Hunter,ATL,18,18.0,2023-11-30,25-363,ATL,Away,SAS,W (+2),1,21:42,3.0,8.0,0.375,2.0,4.0,0.5,4.0,4.0,1.0,0.0,6.0,6.0,2.0,1.0,0.0,3.0,6.0,12.0,6.4,-5.0
De'Andre Hunter,ATL,19,19.0,2023-12-02,26-000,ATL,Away,MIL,L (-11),1,30:50,3.0,10.0,0.3,0.0,2.0,0.0,6.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,12.0,5.7,6.0
De'Andre Hunter,ATL,20,20.0,2023-12-06,26-004,ATL,,BRK,L (-1),1,36:08,6.0,15.0,0.4,1.0,3.0,0.333,1.0,1.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,14.0,7.1,3.0
De'Andre Hunter,ATL,21,21.0,2023-12-08,26-006,ATL,Away,PHI,L (-11),1,36:58,9.0,18.0,0.5,4.0,7.0,0.571,2.0,2.0,1.0,1.0,6.0,7.0,1.0,0.0,0.0,3.0,2.0,24.0,14.4,-13.0
De'Andre Hunter,ATL,25,22.0,2023-12-16,26-014,ATL,Away,CLE,L (-8),1,26:11,5.0,7.0,0.714,2.0,2.0,1.0,6.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,18.0,16.3,-3.0
De'Andre Hunter,ATL,26,23.0,2023-12-18,26-016,ATL,,DET,W (+6),1,29:03,7.0,15.0,0.467,5.0,6.0,0.833,0.0,0.0,,1.0,5.0,6.0,2.0,1.0,2.0,4.0,5.0,19.0,11.3,9.0
De'Andre Hunter,ATL,27,24.0,2023-12-20,26-018,ATL,Away,HOU,W (+7),1,28:16,5.0,10.0,0.5,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,11.0,7.6,-19.0
Onyeka Okongwu,ATL,24,24.0,2023-12-15,23-004,ATL,Away,TOR,W (+21),1,33:23,6.0,7.0,0.857,1.0,2.0,0.5,1.0,1.0,1.0,4.0,7.0,11.0,0.0,0.0,1.0,1.0,3.0,14.0,14.9,14.0
Onyeka Okongwu,ATL,25,25.0,2023-12-16,23-005,ATL,Away,CLE,L (-8),1,32:09,7.0,12.0,0.583,2.0,4.0,0.5,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,16.0,11.2,-15.0
Onyeka Okongwu,ATL,36,35.0,2024-01-10,23-030,ATL,,PHI,W (+7),1,35:31,7.0,10.0,0.7,0.0,0.0,,5.0,5.0,1.0,6.0,5.0,11.0,1.0,0.0,2.0,2.0,5.0,19.0,18.6,-1.0
Onyeka Okongwu,ATL,50,49.0,2024-02-05,23-056,ATL,,LAC,L (-5),1,34:18,8.0,10.0,0.8,2.0,2.0,1.0,0.0,0.0,,4.0,1.0,5.0,0.0,0.0,1.0,2.0,4.0,18.0,14.4,-7.0
Onyeka Okongwu,ATL,51,50.0,2024-02-07,23-058,ATL,Away,BOS,L (-8),1,35:54,7.0,11.0,0.636,1.0,3.0,0.333,4.0,4.0,1.0,6.0,4.0,10.0,3.0,0.0,2.0,1.0,3.0,19.0,20.8,4.0
Onyeka Okongwu,ATL,52,51.0,2024-02-09,23-060,ATL,Away,PHI,W (+6),1,33:54,9.0,12.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,2.0,1.0,3.0,21.0,21.0,8.0
Onyeka Okongwu,ATL,53,52.0,2024-02-10,23-061,ATL,,HOU,W (+9),1,32:21,4.0,10.0,0.4,0.0,1.0,0.0,3.0,7.0,0.429,3.0,4.0,7.0,1.0,0.0,3.0,1.0,5.0,11.0,7.1,2.0
Onyeka Okongwu,ATL,54,53.0,2024-02-12,23-063,ATL,,CHI,L (-10),1,32:31,5.0,8.0,0.625,0.0,1.0,0.0,1.0,2.0,0.5,5.0,7.0,12.0,1.0,0.0,1.0,0.0,3.0,11.0,12.8,-6.0
Clint Capela,ATL,1,1.0,2023-10-25,29-160,ATL,Away,CHO,L (-6),1,28:38,6.0,10.0,0.6,0.0,0.0,,3.0,4.0,0.75,6.0,7.0,13.0,0.0,1.0,0.0,2.0,1.0,15.0,14.9,-19.0
Clint Capela,ATL,2,2.0,2023-10-27,29-162,ATL,,NYK,L (-6),1,28:07,6.0,12.0,0.5,0.0,0.0,,1.0,2.0,0.5,6.0,7.0,13.0,2.0,0.0,1.0,1.0,3.0,13.0,12.8,-9.0
Clint Capela,ATL,3,3.0,2023-10-29,29-164,ATL,Away,MIL,W (+17),1,23:02,5.0,10.0,0.5,0.0,0.0,,2.0,2.0,1.0,2.0,10.0,12.0,1.0,1.0,0.0,0.0,1.0,12.0,12.7,15.0
Clint Capela,ATL,4,4.0,2023-10-30,29-165,ATL,,MIN,W (+14),1,22:34,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,5.0,1.0,3.0,2.0,3.8,-4.0
Clint Capela,ATL,5,5.0,2023-11-01,29-167,ATL,,WAS,W (+9),1,20:36,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,1.0,4.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,10.0,13.3,17.0
Clint Capela,ATL,6,6.0,2023-11-04,29-170,ATL,Away,NOP,W (+18),1,28:22,8.0,9.0,0.889,0.0,0.0,,1.0,2.0,0.5,2.0,5.0,7.0,0.0,0.0,2.0,0.0,2.0,17.0,17.0,19.0
Clint Capela,ATL,7,7.0,2023-11-06,29-172,ATL,Away,OKC,L (-9),1,21:27,2.0,5.0,0.4,0.0,0.0,,2.0,4.0,0.5,6.0,6.0,12.0,0.0,1.0,2.0,1.0,2.0,6.0,9.1,-10.0
Clint Capela,ATL,8,8.0,2023-11-09,29-175,ATL,Away,ORL,W (+1),1,26:07,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,2.0,9.0,11.0,4.0,0.0,1.0,0.0,2.0,6.0,10.0,12.0
Clint Capela,ATL,9,9.0,2023-11-11,29-177,ATL,,MIA,L (-8),1,23:56,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,7.0,5.0,12.0,0.0,1.0,2.0,0.0,3.0,8.0,13.0,7.0
Clint Capela,ATL,10,10.0,2023-11-14,29-180,ATL,Away,DET,W (+6),1,26:38,3.0,4.0,0.75,0.0,0.0,,2.0,2.0,1.0,2.0,6.0,8.0,1.0,2.0,3.0,3.0,5.0,8.0,9.4,8.0
Clint Capela,ATL,11,11.0,2023-11-15,29-181,ATL,,NYK,L (-2),1,26:25,4.0,5.0,0.8,0.0,0.0,,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,8.0,9.5,-21.0
Clint Capela,ATL,12,12.0,2023-11-17,29-183,ATL,,PHI,L (-10),1,28:38,7.0,11.0,0.636,0.0,0.0,,3.0,5.0,0.6,8.0,3.0,11.0,2.0,1.0,1.0,0.0,3.0,17.0,19.7,-4.0
Clint Capela,ATL,13,13.0,2023-11-21,29-187,ATL,,IND,L (-5),1,18:47,6.0,9.0,0.667,0.0,0.0,,2.0,3.0,0.667,3.0,2.0,5.0,1.0,0.0,2.0,1.0,4.0,14.0,11.9,-10.0
Clint Capela,ATL,14,14.0,2023-11-22,29-188,ATL,,BRK,W (+2),1,27:25,7.0,8.0,0.875,0.0,0.0,,0.0,0.0,,9.0,6.0,15.0,0.0,0.0,3.0,0.0,1.0,14.0,21.0,-13.0
Clint Capela,ATL,15,15.0,2023-11-25,29-191,ATL,Away,WAS,W (+28),1,18:24,6.0,14.0,0.429,0.0,0.0,,0.0,2.0,0.0,7.0,4.0,11.0,1.0,0.0,0.0,0.0,2.0,12.0,9.8,21.0
Clint Capela,ATL,16,16.0,2023-11-26,29-192,ATL,Away,BOS,L (-10),1,20:59,1.0,5.0,0.2,0.0,0.0,,2.0,6.0,0.333,4.0,4.0,8.0,1.0,1.0,2.0,1.0,0.0,4.0,5.4,-8.0
Clint Capela,ATL,17,17.0,2023-11-28,29-194,ATL,Away,CLE,L (-23),1,22:24,6.0,10.0,0.6,0.0,0.0,,2.0,2.0,1.0,6.0,3.0,9.0,0.0,2.0,2.0,2.0,1.0,14.0,15.5,-24.0
Clint Capela,ATL,18,18.0,2023-11-30,29-196,ATL,Away,SAS,W (+2),1,22:54,6.0,9.0,0.667,0.0,0.0,,0.0,0.0,,4.0,5.0,9.0,1.0,0.0,1.0,2.0,4.0,12.0,10.2,8.0
Clint Capela,ATL,19,19.0,2023-12-02,29-198,ATL,Away,MIL,L (-11),1,30:10,4.0,13.0,0.308,0.0,0.0,,2.0,2.0,1.0,8.0,9.0,17.0,4.0,1.0,3.0,2.0,4.0,10.0,13.1,1.0
Clint Capela,ATL,20,20.0,2023-12-06,29-202,ATL,,BRK,L (-1),1,28:49,4.0,6.0,0.667,0.0,0.0,,1.0,2.0,0.5,4.0,8.0,12.0,1.0,0.0,2.0,1.0,5.0,9.0,10.3,3.0
Clint Capela,ATL,21,21.0,2023-12-08,29-204,ATL,Away,PHI,L (-11),1,29:44,6.0,12.0,0.5,0.0,0.0,,3.0,4.0,0.75,10.0,6.0,16.0,2.0,0.0,1.0,2.0,5.0,15.0,15.5,-10.0
Clint Capela,ATL,22,22.0,2023-12-11,29-207,ATL,,DEN,L (-7),1,27:49,6.0,11.0,0.545,0.0,0.0,,2.0,2.0,1.0,4.0,4.0,8.0,2.0,1.0,0.0,0.0,5.0,14.0,13.1,-3.0
Clint Capela,ATL,23,23.0,2023-12-13,29-209,ATL,Away,TOR,L (-7),1,34:02,7.0,12.0,0.583,0.0,0.0,,3.0,4.0,0.75,6.0,4.0,10.0,1.0,0.0,3.0,0.0,3.0,17.0,18.0,-17.0
Clint Capela,ATL,24,24.0,2023-12-15,29-211,ATL,Away,TOR,W (+21),1,34:42,9.0,12.0,0.75,0.0,0.0,,0.0,0.0,,6.0,9.0,15.0,0.0,0.0,3.0,1.0,2.0,18.0,20.4,20.0
Clint Capela,ATL,26,25.0,2023-12-18,29-214,ATL,,DET,W (+6),1,27:48,7.0,11.0,0.636,0.0,0.0,,3.0,3.0,1.0,7.0,8.0,15.0,2.0,1.0,3.0,1.0,3.0,17.0,21.7,10.0
Clint Capela,ATL,27,26.0,2023-12-20,29-216,ATL,Away,HOU,W (+7),1,21:18,4.0,6.0,0.667,0.0,0.0,,7.0,7.0,1.0,5.0,4.0,9.0,2.0,2.0,1.0,0.0,3.0,15.0,20.0,-9.0
Clint Capela,ATL,28,27.0,2023-12-22,29-218,ATL,Away,MIA,L (-9),1,27:41,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,3.0,7.0,10.0,0.0,0.0,0.0,2.0,5.0,8.0,7.3,6.0
Clint Capela,ATL,29,28.0,2023-12-23,29-219,ATL,,MEM,L (-6),1,30:20,8.0,11.0,0.727,0.0,0.0,,4.0,4.0,1.0,5.0,7.0,12.0,1.0,0.0,2.0,1.0,2.0,20.0,21.4,2.0
Clint Capela,ATL,30,29.0,2023-12-26,29-222,ATL,Away,CHI,L (-5),1,26:49,5.0,9.0,0.556,0.0,0.0,,3.0,4.0,0.75,3.0,2.0,5.0,1.0,0.0,1.0,1.0,3.0,13.0,10.2,-7.0
Clint Capela,ATL,31,30.0,2023-12-29,29-225,ATL,,SAC,L (-7),1,28:13,5.0,7.0,0.714,0.0,0.0,,2.0,4.0,0.5,6.0,6.0,12.0,3.0,1.0,2.0,2.0,1.0,12.0,16.4,2.0
